datasheet_id,line,button,description
582,1,•,This model’s witchblade can be replaced with 1 singing spear.
583,1,•,This model’s witchblade can be replaced with 1 singing spear.
584,1,•,Any number of models can each have their witchblade replaced with 1 singing spear.
585,1,•,This model’s witchblade can be replaced with 1 singing spear.
587,1,•,Any number of models can each have their witchblade replaced with 1 singing spear.
589,1,•,"The Heavy Weapon Platform’s shuriken cannon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 missile launcher</li><li>1 bright lance</li><li>1 scatter laser</li><li>1 starcannon</li></ul>"
590,1,•,Up to 2 Storm Guardians can each have their shuriken pistol replaced with 1 flamer.
590,2,•,Up to 2 Storm Guardians can each have their shuriken pistol replaced with 1 fusion gun.
590,3,•,Up to 2 Storm Guardians can each have their close combat weapon replaced with 1 power sword.
591,1,•,"Any number of models can each have their twin shuriken catapult replaced with one of the following:<ul style=""list-style-type:circle""><li>1 scatter laser</li><li>1 shuriken cannon</li></ul>"
592,1,•,None
593,1,•,"The Dire Avenger Exarch’s Avenger shuriken catapult can be replaced with 1 shuriken pistol and one of the following:<ul style=""list-style-type:circle""><li>1 diresword</li><li>1 power glaive</li></ul>"
593,2,•,"If this unit’s Dire Avenger Exarch is equipped with 1 Avenger shuriken catapult, it can be equipped with 1 additional Avenger shuriken catapult."
593,3,•,The Dire Avenger Exarch’s shuriken pistol can be replaced with 1 shimmershield.
593,4,•,"For every 5 models in this unit, it can have 1 Aspect Shrine token."
594,1,•,"The Howling Banshee Exarch’s Banshee blade can be replaced with 1 of the following:<ul style=""list-style-type:circle""><li>1 executioner</li><li>1 triskele</li></ul>"
594,2,•,The Howling Banshee Exarch’s shuriken pistol and Banshee blade can be replaced with 1 mirrorswords.
594,3,•,"For every 5 models in this unit, it can have 1 Aspect Shrine token."
595,1,•,"The Striking Scorpion Exarch’s shuriken pistol, Scorpion chainsword and Scorpion’s claw can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 biting blade and 1 shuriken pistol</li><li>1 chainsabres</li></ul>"
595,2,•,"For every 5 models in this unit, it can have 1 Aspect Shrine token."
596,1,•,"The Fire Dragon Exarch model’s Exarch’s Dragon fusion gun can be replaced with 1 of the following:<ul style=""list-style-type:circle""><li>1 Dragon’s breath flamer</li><li>1 Dragon fusion pistol and 1 Dragon axe</li><li>1 firepike</li></ul>"
596,2,•,"For every 5 models in this unit, it can have 1 Aspect Shrine token."
597,1,•,All of the models in this unit can each have their wraithcannon replaced with 1 D-scythe.
598,1,•,All of the models in this unit can each have their ghostswords replaced with 1 ghostaxe and 1 forceshield.
599,1,•,"This model’s twin shuriken cannon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 twin missile launcher</li><li>1 twin bright lance</li><li>1 twin scatter laser</li><li>1 twin starcannon</li></ul>"
599,2,•,This model’s twin shuriken catapult can be replaced with 1 shuriken cannon.
600,1,•,"The Swooping Hawk Exarch’s Hawk’s talon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 Exarch’s lasblaster</li><li>1 sunpistol and 1 power sword</li><li>1 scatter laser</li></ul>"
600,2,•,"For every 5 models in this unit, it can have 1 Aspect Shrine token."
601,1,•,"The Warp Spider Exarch’s Exarch’s death spinner can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 spinneret rifle and 1 death weavers</li><li>1 powerblades and 1 death weavers</li><li>1 powerblade array</li></ul>"
601,2,•,"For every 5 models in this unit, it can have 1 Aspect Shrine token."
602,1,•,"The Shining Spear Exarch’s laser lance can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 paragon sabre</li><li>1 star lance</li></ul>"
602,2,•,The Shining Spear Exarch’s twin shuriken catapult can be replaced with 1 shuriken cannon.
602,3,•,The Shining Spear Exarch can be equipped with 1 shimmershield.
603,1,•,This model’s 2 starcannons can be replaced with 2 bright lances.
605,1,•,"Any number of models can each have their shuriken cannon replaced with one of the following:<ul style=""list-style-type:circle""><li>1 missile launcher</li><li>1 bright lance</li><li>1 scatter laser</li><li>1 starcannon</li></ul>"
607,1,•,"The Dark Reaper Exarch’s Reaper launcher can be replaced with 1 of the following:<ul style=""list-style-type:circle""><li>1 missile launcher</li><li>1 shuriken cannon</li><li>1 tempest launcher</li></ul>"
607,2,•,"For every 5 models in this unit, it can have 1 Aspect Shrine token."
609,1,•,"This model’s scatter laser can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 missile launcher</li><li>1 bright lance</li><li>1 shuriken cannon</li><li>1 starcannon</li></ul>"
609,2,•,This model’s twin shuriken catapult can be replaced with 1 shuriken cannon.
610,1,•,This model’s twin shuriken catapult can be replaced with 1 shuriken cannon.
611,1,•,This model's twin shuriken catapult can be replaced with 1 shuriken cannon.
612,1,•,"Each model can have each shuriken cannon it is equipped with replaced with one of the following:<ul style=""list-style-type:circle""><li>1 missile launcher</li><li>1 bright lance</li><li>1 scatter laser</li><li>1 starcannon</li></ul>"
613,1,•,Each of this model's shuriken catapults can be replaced with 1 flamer.
613,2,•,This model can be equipped with 1 ghostglaive.
613,3,•,"This model can be equipped with up to two of the following:<ul style=""list-style-type:circle""><li>1 missile launcher</li><li>1 bright lance</li><li>1 scatter laser</li><li>1 shuriken cannon</li><li>1 starcannon</li></ul>"
614,1,•,This model's suncannon can be replaced with 1 heavy wraithcannon.
614,2,•,This model’s scattershield can be replaced with 1 heavy wraithcannon.
614,3,•,"This model can be equipped with up to two of the following:<ul style=""list-style-type:circle""><li>1 scatter laser</li><li>1 shuriken cannon</li><li>1 starcannon</li></ul>"
615,1,•,None
616,1,•,"This model’s scatter laser can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 Aeldari missile launcher</li><li>1 bright lance</li><li>1 shuriken cannon</li><li>1 starcannon</li></ul>"
616,2,•,"This model’s shuriken cannon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 Aeldari missile launcher</li><li>1 bright lance</li><li>1 scatter laser</li><li>1 starcannon</li></ul>"
617,1,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 Aeldari missile launcher</li><li>1 bright lance</li><li>1 scatter laser</li><li>1 shuriken cannon</li><li>1 starcannon</li><li>1 Wraithseer D-cannon</li></ul>"
618,1,•,"Each of this model’s Hornet pulse lasers can be replaced with one of the following:<ul style=""list-style-type:circle""><li>Aeldari missile launcher</li><li>Bright lance</li><li>Scatter laser</li><li>Shuriken cannon</li><li>Starcannon</li></ul>"
619,1,•,This model’s twin shuriken catapult can be replaced with 1 shuriken cannon.
620,1,•,"This model’s shuriken cannon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>Aeldari missile launcher</li><li>Bright lance</li><li>Scatter laser</li><li>Starcannon</li></ul>"
621,1,•,"This model’s shuriken cannon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 Aeldari missile launcher</li><li>1 bright lance</li><li>1 scatter laser</li><li>1 starcannon</li></ul>"
622,1,•,"This model’s shuriken cannon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 Aeldari missile launcher</li><li>1 bright lance</li><li>1 scatter laser</li><li>1 starcannon</li></ul>"
623,1,•,None
624,1,•,None
625,1,•,None
626,1,•,None
627,1,•,"This model can be equipped with up to two of the following:<ul style=""list-style-type:circle""><li>1 scatter laser</li><li>1 shuriken cannon</li><li>1 starcannon</li></ul>"
627,2,•,This model’s inferno lance can be replaced with 1 deathshroud cannon.
627,3,•,"This model’s scattershield can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 inferno lance</li><li>1 deathshroud cannon</li></ul>"
628,1,•,This model’s Revenant pulsar can be replaced with 1 sonic lance.
628,2,•,This model’s sonic lance can be replaced with 1 Revenant pulsar.
629,1,•,"Any number of models can each have their twin shuriken catapult replaced with one of the following:<ul style=""list-style-type:circle""><li>1 dark lance</li><li>1 dissonance cannon</li><li>1 scatter laser</li><li>1 shuriken cannon</li><li>1 splinter cannon</li></ul>"
629,2,•,"The Cloud Dancer Felarch can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 dissonance pistol</li><li>1 void sabre</li></ul>"
630,1,•,None
631,1,•,"This model’s D-bombard can be replaced with one of the following:<ul style=""list-style-type:circle""><li>2 Phantom starcannons and 1 wraith glaive</li><li>1 Phantom starcannon, 1 pulse laser and 1 wraith glaive</li><li>2 pulse lasers and 1 wraith glaive</li><li>1 Phantom pulsar</li></ul>"
631,2,•,"This model’s Phantom pulsar can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 D-bombard</li><li>2 Phantom starcannons and 1 wraith glaive</li><li>1 Phantom starcannon, 1 pulse laser and 1 wraith glaive</li><li>2 pulse lasers and 1 wraith glaive</li></ul>"
631,3,•,This model’s Phantom starcannon can be replaced with 1 pulse laser.
632,1,•,Any number of models can each have their Corsair firearm replaced with 1 spar-glaive.
632,2,•,"For every 5 models in this unit, 1 model’s Corsair firearm can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 Aeldari missile launcher</li><li>1 blaster</li><li>1 dark lance</li><li>1 flamer</li><li>1 fusion gun</li><li>1 shredder</li><li>1 shuriken cannon</li><li>1 splinter cannon</li></ul>"
632,3,•,"The Corsair Reaver Felarch can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 dissonance pistol</li><li>1 void sabre</li></ul>"
633,1,•,"Any number of models can each have their Corsair firearm replaced with one of the following:<ul style=""list-style-type:circle""><li>1 shardcarbine</li><li>1 shuriken catapult</li><li>1 spar-glaive</li></ul>"
633,2,•,"For every 5 models in this unit, 1 model’s Corsair firearm can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 Aeldari missile launcher</li><li>1 blaster</li><li>1 dark lance</li><li>1 flamer</li><li>1 fusion gun</li><li>1 shredder</li><li>1 shuriken cannon</li><li>1 splinter cannon</li></ul>"
633,3,•,"The Corsair Skyreaver Felarch can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 dissonance pistol</li><li>1 void sabre</li></ul>"
634,1,•,This model’s splinter pistol can be replaced with 1 blast pistol.
639,1,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 blast pistol</li><li>1 splinter pistol</li></ul>"
640,1,•,None
641,1,•,None
642,1,•,None
643,1,•,None
644,1,•,The Sybarite’s close combat weapon can be replaced with 1 Sybarite weapon.
644,2,•,The Sybarite can be equipped with 1 phantasm grenade launcher.
644,3,•,"The Sybarite’s splinter rifle can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 blast pistol</li><li>1 splinter pistol</li></ul>"
644,4,•,1 Kabalite Warrior’s splinter rifle can be replaced with 1 blaster.
644,5,•,1 Kabalite Warrior’s splinter rifle can be replaced with 1 dark lance.
644,6,•,1 Kabalite Warrior’s splinter rifle can be replaced with 1 shredder.
644,7,•,1 Kabalite Warrior’s splinter rifle can be replaced with 1 splinter cannon.
646,1,•,The Hekatrix can be equipped with 1 phantasm grenade launcher.
646,2,•,The Hekatrix’s splinter pistol can be replaced with 1 blast pistol.
648,1,•,The Klaivex’s klaive can be replaced with 1 demilklaives.
649,1,•,None
650,1,•,"For every 5 models in the unit:<ul style=""list-style-type:circle""><li>1 model can be equipped with 1 hexrifle*</li><li>1 model can be equipped with 1 liquifier gun*</li><li>1 model can be equipped with 1 ossefactor*</li><li>1 model can be equipped with 1 stinger pistol*</li></ul>"
650,2,*,* Each model cannot be equipped with more than 1 ranged weapon.
651,1,•,Any number of models can each be equipped with 1 liquifier gun.
652,1,•,None
656,1,•,This model’s dark lance can be replaced with 1 disintegrator cannon.
657,1,•,This model’s twin splinter rifle can be replaced with 1 splinter cannon.
658,1,•,"For every 3 models in this unit, 1 model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 grav-talon</li><li>1 cluster caltrops</li></ul>"
658,2,•,"For every 3 models in this unit, 1 model’s splinter rifle can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 blaster</li><li>1 heat lance</li></ul>"
658,3,•,The Arena Champion can be equipped with 1 agoniser.
659,1,•,The Helliarch can be equipped with 1 phantasm grenade launcher.
659,2,•,The Helliarch’s hellglaive can be replaced with 1 splinter pistol and 1 Helliarch weapon.
660,1,•,This model’s 2 dark lances can be replaced with 2 disintegrator cannons.
660,2,•,This model’s twin splinter rifle can be replaced with 1 splinter cannon.
661,1,•,The model’s 2 void lances can be replaced with 2 dark scythes.
661,2,•,This model can be equipped with 1 Voidraven missiles.
662,1,•,The Solarite can be equipped with 1 Solarite weapon.
662,2,•,"The Solarite can replace its shardcarbine with one of the following:<ul style=""list-style-type:circle""><li>1 blast pistol</li><li>1 splinter pistol</li></ul>"
662,3,•,"Up to 4 Scourges can each replace their shardcarbine with one of the following:<ul style=""list-style-type:circle""><li>1 blaster</li><li>1 dark lance</li><li>1 Drukhari haywire blaster</li><li>1 heat lance</li><li>1 shredder</li><li>1 splinter cannon</li></ul>"
663,1,•,"Any number of models can each replace one of their macro-scalpels with one of the following:<ul style=""list-style-type:circle""><li>1 Talos ichor injector</li><li>1 twin liquifier gun</li></ul>"
663,2,•,"Any number of models can each replace one of their macro-scalpels with one of the following:<ul style=""list-style-type:circle""><li>1 chain-flails</li><li>1 Talos gauntlet</li></ul>"
663,3,•,"Any number of models can each replace their twin splinter cannon with one of the following:<ul style=""list-style-type:circle""><li>1 twin Drukhari haywire blasters</li><li>1 twin heat lance</li><li>1 stinger pod</li></ul>"
664,1,•,Any number of models can each be equipped with 1 spirit vortex.
665,1,•,Any number of this model’s dark lances can each be replaced with 1 disintegrator cannon.
666,1,•,None
667,1,•,None
680,1,•,"This model’s Leman Russ battle cannon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 demolisher battle cannon</li><li>1 eradicator nova cannon</li><li>1 executioner plasma cannon</li><li>1 exterminator autocannon</li><li>1 punisher gatling cannon</li><li>1 vanquisher battle cannon</li></ul>"
680,2,•,"This model’s lascannon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 heavy bolter</li><li>1 heavy flamer</li></ul>"
680,3,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 heavy bolters</li><li>2 heavy flamers</li><li>2 multi-meltas</li><li>2 plasma cannons</li></ul>"
680,4,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"
680,5,•,This model can be equipped with 1 hunter-killer missile.
686,1,•,"Any number of models can each have their heavy bolter replaced with one of the following:<ul style=""list-style-type:circle""><li>1 autocannon</li><li>1 lascannon</li><li>1 missile launcher</li><li>1 mortar</li></ul>"
690,1,•,"Any number of models can each have their multi-laser replaced with one of the following:<ul style=""list-style-type:circle""><li>1 autocannon</li><li>1 heavy flamer</li><li>1 lascannon</li><li>1 missile launcher</li><li>1 plasma cannon</li></ul>"
690,2,•,Any number of models can each be equipped with 1 Sentinel chainsaw.
690,3,•,Any number of models can each be equipped with 1 hunter-killer missile.
691,1,•,"Any number of models can each have their multi-laser replaced with one of the following:<ul style=""list-style-type:circle""><li>1 autocannon</li><li>1 heavy flamer</li><li>1 lascannon</li><li>1 missile launcher</li><li>1 plasma cannon</li></ul>"
691,2,•,Any number of models can each be equipped with 1 Sentinel chainsaw.
691,3,•,Any number of models can each be equipped with 1 hunter-killer missile.
692,1,•,This model’s heavy bolter can be replaced with 1 heavy flamer.
692,2,•,"This model’s multi-laser can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 heavy bolter*</li><li>1 heavy flamer*</li></ul>"
692,3,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"
692,4,•,This model can be equipped with 1 hunter-killer missile.
692,5,*,* This weapon cannot be replaced.
693,1,•,This model can be equipped with 1 storm bolter.
694,1,•,"This model’s inferno cannon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 chem cannon</li><li>1 melta cannon</li></ul>"
694,2,•,"This model’s heavy flamer can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 heavy bolter</li><li>1 multi-melta</li></ul>"
694,3,•,This model can be equipped with 1 hunter-killer missile.
695,1,•,This model’s heavy bolter can be replaced with 1 heavy flamer.
695,2,•,This model can be equipped with 1 hunter-killer missile.
696,1,•,This model’s heavy bolter can be replaced with 1 heavy flamer.
696,2,•,This model can be equipped with 1 hunter-killer missile.
697,1,•,This model’s heavy bolter can be replaced with 1 heavy flamer.
697,2,•,This model can be equipped with 1 hunter-killer missile.
698,1,•,This model’s heavy bolter can be replaced with 1 heavy flamer.
698,2,•,This model can be equipped with 1 hunter-killer missile.
699,1,•,This model’s heavy bolter can be replaced with 1 heavy flamer.
699,2,•,This model can be equipped with 1 hunter-killer missile.
700,1,•,"This model’s lascannon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 heavy bolter</li><li>1 heavy flamer</li></ul>"
700,2,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 heavy bolters</li><li>2 heavy flamers</li><li>2 multi-meltas</li><li>2 plasma cannons</li></ul>"
700,3,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"
700,4,•,This model can be equipped with 1 hunter-killer missile.
701,1,•,"This model’s lascannon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 heavy bolter</li><li>1 heavy flamer</li></ul>"
701,2,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 heavy bolters</li><li>2 heavy flamers</li><li>2 multi-meltas</li><li>2 plasma cannons</li></ul>"
701,3,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"
701,4,•,This model can be equipped with 1 hunter-killer missile.
702,1,•,This model’s 2 twin heavy flamers can be replaced with 2 twin heavy bolters.
702,2,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 lascannons and 2 twin heavy bolters</li><li>2 lascannons and 2 twin heavy flamers</li></ul>"
703,1,•,This model’s 2 twin heavy flamers can be replaced with 2 twin heavy bolters.
703,2,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 lascannons and 2 twin heavy bolters</li><li>2 lascannons and 2 twin heavy flamers</li></ul>"
704,1,•,This model’s 2 twin heavy flamers can be replaced with 2 twin heavy bolters.
704,2,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 lascannons and 2 twin heavy bolters</li><li>2 lascannons and 2 twin heavy flamers</li></ul>"
705,1,•,This model’s 2 twin heavy flamers can be replaced with 2 twin heavy bolters.
705,2,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 lascannons and 2 twin heavy bolters</li><li>2 lascannons and 2 twin heavy flamers</li></ul>"
706,1,•,This model’s 2 twin heavy flamers can be replaced with 2 twin heavy bolters.
706,2,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 lascannons and 2 twin heavy bolters</li><li>2 lascannons and 2 twin heavy flamers</li></ul>"
707,1,•,This model’s 2 twin heavy flamers can be replaced with 2 twin heavy bolters.
707,2,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 lascannons and 2 twin heavy bolters</li><li>2 lascannons and 2 twin heavy flamers</li></ul>"
708,1,•,This model’s 2 twin heavy flamers can be replaced with 2 twin heavy bolters.
708,2,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 lascannons and 2 twin heavy bolters</li><li>2 lascannons and 2 twin heavy flamers</li></ul>"
709,1,•,This model’s 2 twin heavy flamers can be replaced with 2 twin heavy bolters.
709,2,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 lascannons and 2 twin heavy bolters</li><li>2 lascannons and 2 twin heavy flamers</li></ul>"
713,1,•,None
714,1,•,None
716,1,•,This model’s bolt pistol can be replaced with 1 plasma pistol.
716,2,•,This model’s chainsword can be replaced with 1 power weapon.
719,1,•,"Any number of Tempestus Scions can each have their hot-shot lasgun replaced with one of the following*:<ul style=""list-style-type:circle""><li>1 flamer</li><li>1 grenade launcher</li><li>1 hot-shot volley gun</li><li>1 meltagun</li><li>1 plasma gun</li></ul>"
719,2,•,1 Tempestus Scion equipped with a hot-shot lasgun can be equipped with 1 regimental standard (that model’s hot-shot lasgun cannot be replaced).
719,3,•,1 Tempestus Scion’s hot-shot lasgun can be replaced with 1 hot-shot laspistol and 1 master vox.
719,4,•,"1 Tempestus Scion’s hot-shot lasgun can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 hot-shot laspistol and 1 medi-pack</li><li>1 hot-shot lasgun, 1 hot-shot laspistol and 1 medi-pack [that model's hot-shot lasgun cannot be replaced]</li></ul>"
719,5,•,"The Tempestor Prime’s bolt pistol can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 plasma pistol</li><li>1 command rod</li></ul>"
719,6,*,* You cannot select the same weapon from this list more than once per unit.
721,1,•,"This model’s Taurox battle cannon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 Taurox gatling cannon</li><li>1 Taurox missile launcher</li></ul>"
721,2,•,This model’s twin Taurox hot-shot volley gun can be replaced with 1 twin autocannon.
721,3,•,This model can be equipped with 1 storm bolter.
722,1,•,None
723,1,•,Any number of models can each have their grenadier gauntlet replaced with 1 Bullgryn maul.
723,2,•,Any number of models can each have their slabshield replaced with 1 brute shield.
724,1,•,"If this unit contains 10 models, one model’s sniper rifle can be replaced with 1 tankstopper rifle."
724,2,•,"If this unit contains 10 models, one model can be equipped with demolition gear."
724,3,•,"If this unit contains 10 models, it can be equipped with one Ratling Battlemutt."
727,1,•,This model’s multi-laser can be replaced with 1 lascannon.
727,2,•,This model’s hellstrike missiles can be replaced with 2 multiple rocket pods.
727,3,•,This model can be equipped with 2 heavy bolters.
728,1,•,This model can be equipped with 1 hunter-killer missile.
728,2,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"
729,1,•,This model can be equipped with 1 hunter-killer missile.
729,2,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"
730,1,•,None
731,1,•,This model can be equipped with 1 hunter-killer missile.
733,1,•,This model’s heavy bolter can be replaced with 1 heavy flamer.
733,2,•,This model can be equipped with 1 hunter-killer missile.
735,1,•,This model can be equipped with 1 hunter-killer missile.
735,2,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"
736,1,•,This model’s heavy flamer can be replaced with 1 Tauros grenade launcher.
736,2,•,This model can be equipped with 1 hunter-killer missile.
737,1,•,This model’s twin multi-laser can be replaced with 1 twin lascannon.
737,2,•,This model can be equipped with 1 hunter-killer missile.
739,1,•,This model’s heavy bolter can be replaced with 1 heavy flamer.
739,2,•,This model can be equipped with 1 hunter-killer missile.
739,3,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 storm bolter</li><li>1 heavy stubber</li></ul>"
740,1,•,This model can be equipped with 1 hunter-killer missile.
740,2,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"
741,1,•,None
743,1,•,None
744,1,•,This model’s heavy bolter can be replaced with 1 heavy flamer.
744,2,•,"This model can each be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"
745,1,•,None
746,1,•,None
747,1,•,None
751,1,•,"This model’s 2 heavy bolters can be replaced with one of the following:<ul style=""list-style-type:circle""><li>2 autocannons</li><li>2 lascannons</li></ul>"
751,2,•,This model can be equipped with 1 hunter-killer missile.
751,3,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"
752,1,•,"2 of this model’s heavy bolters can be replaced with one of the following:<ul style=""list-style-type:circle""><li>2 autocannons</li><li>2 lascannons</li></ul>"
752,2,•,This model can be equipped with 1 hunter-killer missile.
752,3,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"
753,1,•,"This model’s 2 autocannons can be replaced with one of the following:<ul style=""list-style-type:circle""><li>2 heavy bolters</li><li>2 lascannons</li></ul>"
753,2,•,"This model’s heavy bolter can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 autocannon</li><li>1 lascannon</li></ul>"
753,3,•,This model can be equipped with 1 hunter-killer missile.
753,4,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"
754,1,•,"This model’s 2 heavy stubbers can be replaced with one of the following:<ul style=""list-style-type:circle""><li>2 autocannons</li><li>2 heavy bolters</li><li>2 heavy flamers</li><li>2 lascannons</li></ul>"
754,2,•,This model can be equipped with 1 hunter-killer missile.
754,3,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"
755,1,•,None
756,1,•,None
757,1,•,None
758,1,•,"Any number of models’ twin heavy bolters can each be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 defence searchlight</li><li>1 twin autocannon</li><li>1 twin heavy stubber</li><li>1 twin lascannon</li></ul>"
759,1,•,None
760,1,•,This model can be equipped with 1 hunter-killer missile.
760,2,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"
762,1,•,Any number of models can each have their twin heavy bolter replaced with 1 twin lascannon.
763,1,•,This model’s 2 twin heavy bolters can be replaced with 2 twin heavy flamers.
763,2,•,This model can be equipped with 1 hunter-killer missile.
763,3,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"
763,4,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 lascannons and 2 twin heavy bolters</li><li>2 lascannons and 2 twin heavy flamers</li></ul>"
764,1,•,"This model’s 7 multi-lasers can be replaced with one of the following:<ul style=""list-style-type:circle""><li>7 heavy bolters</li><li>7 heavy flamers</li><li>7 lascannons</li></ul>"
764,2,•,This model can be equipped with 1 hunter-killer missile.
764,3,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"
766,1,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"
767,1,•,"This model’s 2 heavy bolters can be replaced with one of the following:<ul style=""list-style-type:circle""><li>2 autocannons</li><li>2 heavy flamers</li><li>2 lascannons</li></ul>"
767,2,•,This model can be equipped with 1 hunter-killer missile.
767,3,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"
768,1,•,"This model’s 2 Gorgon mortars can be replaced with one of the following:<ul style=""list-style-type:circle""><li>4 heavy bolters</li><li>4 heavy flamers</li><li>4 heavy stubbers</li></ul>"
768,2,•,This model can be equipped with 1 hunter-killer missile.
769,1,•,"This model’s 2 heavy stubbers can be replaced with one of the following:<ul style=""list-style-type:circle""><li>2 heavy bolters</li><li>2 heavy flamers</li></ul>"
769,2,•,This model can be equipped with 1 hunter-killer missile.
769,3,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"
770,1,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 autocannons</li><li>2 heavy bolters</li><li>2 heavy flamers</li></ul>"
770,2,•,This model can be equipped with 1 hunter-killer missile.
770,3,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"
771,1,•,"This model’s 2 heavy stubbers can be replaced with one of the following:<ul style=""list-style-type:circle""><li>2 heavy bolters</li><li>2 heavy flamers</li></ul>"
