datasheet_id,ability_id,type
649,8345,Core
649,8337,Core
649,8507,Faction
649,,Datasheet
650,8338,Core
650,8507,Faction
650,,Datasheet
651,8338,Core
651,8507,Faction
651,,Datasheet
652,8344,Core
652,8507,Faction
652,,Datasheet
656,8339,Core
656,8343,Core
656,8334,Core
656,8507,Faction
656,,Datasheet
657,8339,Core
657,8343,Core
657,8334,Core
657,8337,Core
657,8507,Faction
657,,Datasheet
658,8507,Faction
658,,Datasheet
658,,Wargear
658,,Wargear
659,8507,Faction
659,,Datasheet
659,,Wargear
660,8339,Core
660,8337,Core
660,8507,Faction
660,,Datasheet
661,8339,Core
661,8337,Core
661,8507,Faction
661,,Datasheet
662,8343,Core
662,8507,Faction
662,,Datasheet
663,8339,Core
663,8338,Core
663,8507,Faction
663,,Datasheet
664,8339,Core
664,8338,Core
664,8507,Faction
664,,Datasheet
665,8339,Core
665,8343,Core
665,8507,Faction
665,,Datasheet
666,8339,Core
666,8343,Core
666,8507,Faction
666,,Datasheet
667,8339,Core
667,8343,Core
667,8334,Core
667,8507,Faction
667,,Datasheet
680,8339,Core
680,8377,Faction
680,,Datasheet
680,,Datasheet
680,,Special (правая колонка)
680,,Wargear profile
686,,Datasheet
686,,Special (правая колонка)
690,8339,Core
690,8344,Core
690,,Datasheet
690,,Wargear profile
691,8339,Core
691,,Datasheet
691,,Wargear profile
692,8339,Core
692,8334,Core
692,,Datasheet
692,,Wargear profile
693,8339,Core
693,,Datasheet
694,8339,Core
694,,Datasheet
694,,Wargear profile
695,8339,Core
695,,Datasheet
695,,Wargear profile
696,8339,Core
696,,Datasheet
696,,Wargear profile
697,8339,Core
697,,Datasheet
697,,Wargear profile
698,8339,Core
698,,Datasheet
698,,Wargear profile
699,8339,Core
699,,Datasheet
699,,Wargear profile
699,,Wargear profile
700,8339,Core
700,,Datasheet
700,,Wargear profile
701,8339,Core
701,,Datasheet
701,,Wargear profile
702,8339,Core
702,,Datasheet
703,8339,Core
703,8334,Core
703,,Datasheet
704,8339,Core
704,,Datasheet
705,8339,Core
705,8334,Core
705,,Datasheet
706,8339,Core
706,,Datasheet
707,8339,Core
707,,Datasheet
708,8339,Core
708,8334,Core
708,,Datasheet
709,8339,Core
709,,Datasheet
713,8346,Core
713,8344,Core
713,8377,Faction
713,,Datasheet
713,,Datasheet
713,,Special (правая колонка)
714,8338,Core
714,8346,Core
714,8344,Core
714,8377,Faction
714,,Datasheet
714,,Datasheet
714,,Special (правая колонка)
716,8346,Core
716,8377,Faction
716,,Datasheet
716,,Datasheet
716,,Fortification (левая колонка)
719,8343,Core
719,8346,Core
719,8377,Faction
719,,Datasheet
719,,Wargear
719,,Wargear
719,,Wargear
719,,Wargear
719,,Special (правая колонка)
721,8339,Core
721,,Datasheet
722,8338,Core
722,,Datasheet
723,8338,Core
723,,Datasheet
723,,Wargear
723,,Wargear
724,8345,Core
724,8337,Core
724,,Datasheet
724,,Wargear
724,,Wargear
725,8338,Core
725,,Datasheet
725,,Datasheet
725,,Fortification (левая колонка)
727,8339,Core
727,8342,Core
727,,Datasheet
728,8339,Core
728,,Datasheet
728,,Wargear profile
729,8339,Core
729,,Datasheet
729,,Wargear profile
730,8343,Core
730,,Datasheet
731,8339,Core
731,,Datasheet
731,,Wargear profile
733,8339,Core
733,,Datasheet
733,,Wargear profile
735,8339,Core
735,8344,Core
735,,Datasheet
735,,Wargear profile
736,8339,Core
736,8344,Core
736,,Datasheet
736,,Wargear profile
737,8339,Core
737,,Datasheet
737,,Wargear profile
739,8339,Core
739,,Datasheet
739,,Wargear profile
740,8339,Core
740,,Datasheet
740,,Wargear profile
741,8339,Core
741,,Datasheet
741,,Datasheet
741,,Special (правая колонка)
743,,Datasheet
744,8339,Core
744,,Datasheet
745,,Datasheet
745,,Special (правая колонка)
746,,Datasheet
746,,Special (правая колонка)
747,8339,Core
747,,Datasheet
747,,Datasheet
747,,Fortification (левая колонка)
751,8339,Core
751,,Datasheet
751,,Wargear profile
752,8339,Core
752,,Datasheet
752,,Wargear profile
753,8339,Core
753,,Datasheet
753,,Wargear profile
754,8339,Core
754,,Wargear profile
754,,Datasheet
755,8339,Core
755,,Datasheet
755,,Datasheet
755,,Fortification (левая колонка)
756,,Datasheet
757,,Datasheet
758,,Wargear
758,,Datasheet
758,,Fortification (левая колонка)
759,8339,Core
759,,Datasheet
760,8339,Core
760,,Datasheet
760,,Wargear profile
762,8339,Core
762,,Datasheet
763,8339,Core
763,,Datasheet
763,,Wargear profile
764,8339,Core
764,,Datasheet
764,,Wargear profile
766,8339,Core
766,,Datasheet
767,8339,Core
767,,Datasheet
767,,Wargear profile
768,8339,Core
768,,Datasheet
768,,Wargear profile
769,8339,Core
769,,Datasheet
769,,Wargear profile
770,8339,Core
770,,Datasheet
770,,Wargear profile
771,8339,Core
771,,Datasheet
771,,Wargear profile
772,8339,Core
772,,Datasheet
772,,Wargear profile
773,8339,Core
773,,Wargear
773,,Wargear
774,8339,Core
774,,Datasheet
775,8339,Core
775,,Datasheet
776,8339,Core
776,,Datasheet
777,8339,Core
777,,Datasheet
777,,Wargear profile
778,8339,Core
778,8342,Core
778,,Datasheet
779,8339,Core
779,8342,Core
779,,Datasheet
780,8339,Core
780,,Datasheet
781,8339,Core
781,,Datasheet
783,8339,Core
783,8342,Core
783,,Datasheet
784,8339,Core
784,8342,Core
784,,Datasheet
785,8537,Faction
785,8339,Core
785,8334,Core
785,,Datasheet
785,,Datasheet
785,,Datasheet
785,,Fortification (левая колонка)
785,,Primarch
786,8537,Faction
786,8339,Core
786,,Datasheet
786,,Datasheet
786,,Datasheet
786,,Fortification (левая колонка)
838,8382,Faction
838,,Datasheet
838,,Datasheet
838,,Datasheet
838,,Special (правая колонка)
838,,Primarch
838,,Primarch
838,,Primarch
839,8382,Faction
839,8346,Core
839,,Datasheet
839,,Datasheet
840,8382,Faction
840,8346,Core
840,,Datasheet
840,,Datasheet
840,,Datasheet
841,8382,Faction
841,,Datasheet
842,8382,Faction
842,,Datasheet
843,8382,Faction
843,8338,Core
843,,Datasheet
844,8382,Faction
844,8338,Core
844,,Datasheet
845,8339,Core
845,8382,Faction
845,,Datasheet
845,,Datasheet
846,8346,Core
846,8382,Faction
846,,Datasheet
847,8382,Faction
847,,Datasheet
847,,Special (правая колонка)
848,8344,Core
848,8382,Faction
848,,Wargear
848,,Wargear
848,,Datasheet
849,8382,Faction
849,,Wargear
849,,Wargear
849,,Datasheet
850,8345,Core
850,8337,Core
850,8382,Faction
850,,Datasheet
850,,Datasheet
851,8337,Core
851,8382,Faction
851,,Datasheet
852,8339,Core
852,8382,Faction
852,,Datasheet
852,,Datasheet
853,8339,Core
853,8337,Core
853,8382,Faction
853,,Datasheet
853,,Datasheet
854,8339,Core
854,8382,Faction
854,,Wargear
854,,Datasheet
854,,Datasheet
855,8339,Core
855,8458,Faction
855,8460,Faction
855,,Datasheet
855,,Datasheet
856,8339,Core
856,8458,Faction
856,8460,Faction
856,,Datasheet
856,,Datasheet
857,8339,Core
857,8458,Faction
857,8460,Faction
857,,Datasheet
857,,Datasheet
858,8339,Core
858,8458,Faction
858,8460,Faction
858,,Datasheet
858,,Datasheet
859,8339,Core
859,8458,Faction
859,8460,Faction
859,,Datasheet
859,,Datasheet
860,8339,Core
860,8458,Faction
860,8460,Faction
860,,Datasheet
861,8339,Core
861,8458,Faction
861,8460,Faction
861,,Datasheet
861,,Datasheet
862,8339,Core
862,8458,Faction
862,8460,Faction
862,,Datasheet
862,,Datasheet
863,8339,Core
863,8458,Faction
863,8460,Faction
863,,Datasheet
863,,Datasheet
864,8339,Core
864,8458,Faction
864,8460,Faction
864,,Datasheet
864,,Datasheet
865,8339,Core
865,8458,Faction
865,8460,Faction
865,,Datasheet
865,,Datasheet
866,8339,Core
866,8458,Faction
866,8460,Faction
866,,Datasheet
866,,Datasheet
867,8339,Core
867,8538,Faction
867,,Datasheet
867,,Datasheet
868,8339,Core
868,8538,Faction
868,,Datasheet
868,,Datasheet
869,8339,Core
869,8538,Faction
869,,Datasheet
869,,Datasheet
870,8345,Core
870,8336,Core
870,8337,Core
870,8452,Faction
870,,Datasheet
870,,Datasheet
870,,Special (правая колонка)
871,8343,Core
871,8340,Core
871,8345,Core
871,8336,Core
871,8452,Faction
871,,Datasheet
871,,Datasheet
871,,Special (правая колонка)
872,8339,Core
872,8336,Core
872,8344,Core
872,8452,Faction
872,,Datasheet
872,,Datasheet
872,,Special (правая колонка)
873,8343,Core
873,8336,Core
873,8337,Core
873,8452,Faction
873,,Datasheet
873,,Datasheet
873,,Datasheet
873,,Wargear profile
873,,Special (правая колонка)
874,8346,Core
874,8452,Faction
874,,Datasheet
874,,Datasheet
874,,Datasheet
875,8339,Core
875,8452,Faction
875,,Datasheet
875,,Datasheet
876,8346,Core
876,8452,Faction
876,,Datasheet
876,,Datasheet
876,,Datasheet
876,,Wargear
877,8346,Core
877,8452,Faction
877,,Datasheet
877,,Datasheet
877,,Wargear
877,,Wargear
882,8343,Core
882,8391,Faction
882,,Wargear
882,,Wargear
882,,Datasheet
882,,Datasheet
883,8339,Core
883,8391,Faction
883,,Datasheet
884,8339,Core
884,8391,Faction
884,,Datasheet
884,,Wargear profile
889,8346,Core
889,,Datasheet
889,,Datasheet
894,8466,Faction
894,,Datasheet
894,,Fortification (левая колонка)
895,8340,Core
895,8345,Core
895,8336,Core
895,8466,Faction
895,,Datasheet
896,8338,Core
896,8466,Faction
896,,Datasheet
897,8339,Core
897,8338,Core
897,8466,Faction
897,,Datasheet
898,8343,Core
898,8346,Core
898,8466,Faction
898,,Datasheet
898,,Datasheet
898,,Datasheet
899,8346,Core
899,8466,Faction
899,,Datasheet
899,,Datasheet
899,,Wargear
899,,Wargear
899,,Wargear profile
900,8346,Core
900,8466,Faction
900,,Datasheet
900,,Datasheet
901,8346,Core
901,8466,Faction
901,,Datasheet
901,,Datasheet
902,8346,Core
902,8466,Faction
902,,Datasheet
902,,Datasheet
903,8466,Faction
903,,Datasheet
903,,Datasheet
903,,Wargear
904,8343,Core
904,8466,Faction
904,,Datasheet
907,8338,Core
907,8466,Faction
907,,Datasheet
908,8466,Faction
908,,Datasheet
908,,Datasheet
909,8344,Core
909,8466,Faction
909,,Datasheet
909,,Datasheet
909,,Special (правая колонка)
909,,Wargear
910,8339,Core
910,8334,Core
910,8466,Faction
910,,Datasheet
910,,Wargear profile
911,8339,Core
911,8466,Faction
911,,Datasheet
911,,Wargear profile
912,8339,Core
912,8466,Faction
912,,Datasheet
912,,Wargear profile
914,8537,Faction
914,8339,Core
914,8334,Core
914,,Datasheet
914,,Datasheet
914,,Wargear
914,,Fortification (левая колонка)
917,8537,Faction
917,8339,Core
917,,Datasheet
917,,Datasheet
917,,Fortification (левая колонка)
918,8537,Faction
918,8339,Core
918,8334,Core
918,,Datasheet
918,,Datasheet
918,,Wargear
918,,Fortification (левая колонка)
919,8537,Faction
919,8339,Core
919,8334,Core
919,,Datasheet
919,,Datasheet
919,,Fortification (левая колонка)
920,8537,Faction
920,8339,Core
920,8334,Core
920,,Datasheet
920,,Datasheet
920,,Datasheet
920,,Fortification (левая колонка)
921,8537,Faction
921,8339,Core
921,8334,Core
921,,Datasheet
921,,Datasheet
921,,Datasheet
921,,Fortification (левая колонка)
922,8537,Faction
922,8339,Core
922,,Datasheet
922,,Datasheet
922,,Fortification (левая колонка)
923,8537,Faction
923,8339,Core
923,,Datasheet
923,,Datasheet
923,,Datasheet
923,,Fortification (левая колонка)
924,8343,Core
924,8346,Core
924,8359,Faction
924,,Datasheet
924,,Datasheet
924,,Special (правая колонка)
924,,Primarch
924,,Primarch
924,,Primarch
925,8346,Core
925,8359,Faction
925,,Datasheet
925,,Datasheet
925,,Datasheet
926,8336,Core
926,8359,Faction
926,,Datasheet
926,,Datasheet
928,8338,Core
928,8346,Core
928,8359,Faction
928,,Datasheet
928,,Datasheet
928,,Datasheet
929,8346,Core
929,8359,Faction
929,,Datasheet
929,,Datasheet
930,8343,Core
930,8346,Core
930,8359,Faction
930,,Datasheet
930,,Datasheet
931,8346,Core
931,8359,Faction
931,,Datasheet
931,,Datasheet
932,8346,Core
932,8359,Faction
932,,Datasheet
932,,Datasheet
933,8346,Core
933,8359,Faction
933,,Datasheet
933,,Datasheet
934,8346,Core
934,8359,Faction
934,,Datasheet
934,,Datasheet
935,8346,Core
935,8359,Faction
935,,Datasheet
935,,Datasheet
936,8346,Core
936,8359,Faction
936,,Datasheet
936,,Datasheet
936,,Datasheet
937,8339,Core
937,8359,Faction
937,,Datasheet
937,,Datasheet
937,,Datasheet
937,,Primarch
937,,Primarch
937,,Primarch
937,,Primarch
937,,Primarch
938,8346,Core
938,8359,Faction
938,,Datasheet
938,,Datasheet
939,8343,Core
939,8346,Core
939,8359,Faction
939,,Wargear
939,,Datasheet
939,,Datasheet
940,8346,Core
940,8359,Faction
940,,Datasheet
940,,Datasheet
941,8346,Core
941,8359,Faction
941,,Datasheet
941,,Datasheet
942,8346,Core
942,8359,Faction
942,,Datasheet
942,,Datasheet
943,8346,Core
943,8359,Faction
943,,Datasheet
943,,Datasheet
944,8346,Core
944,8359,Faction
944,,Datasheet
944,,Datasheet
944,,Datasheet
946,8359,Faction
946,,Datasheet
947,8343,Core
947,8359,Faction
947,,Datasheet
952,8359,Faction
952,,Wargear
952,,Datasheet
953,8359,Faction
953,,Datasheet
953,,Wargear
954,8339,Core
954,8359,Faction
954,,Datasheet
954,,Datasheet
955,8343,Core
955,8359,Faction
955,,Datasheet
955,,Special (правая колонка)
956,8339,Core
956,8334,Core
956,8359,Faction
956,,Datasheet
957,8359,Faction
957,,Datasheet
957,,Wargear
958,8343,Core
958,8359,Faction
958,,Datasheet
958,,Datasheet
959,8343,Core
959,8359,Faction
959,,Datasheet
960,8338,Core
960,8359,Faction
960,,Datasheet
961,8339,Core
961,8342,Core
961,8359,Faction
961,,Datasheet
962,8339,Core
962,8359,Faction
962,,Datasheet
963,8339,Core
963,8359,Faction
963,,Datasheet
964,8339,Core
964,8359,Faction
964,,Datasheet
965,8343,Core
965,8359,Faction
965,,Datasheet
966,8359,Faction
966,,Datasheet
967,8339,Core
967,8359,Faction
967,,Datasheet
968,8339,Core
968,8359,Faction
968,,Datasheet
969,8339,Core
969,8359,Faction
969,,Datasheet
969,,Datasheet
970,8339,Core
970,8359,Faction
970,,Datasheet
1016,8346,Core
1016,8424,Faction
1016,,Datasheet
1016,,Datasheet
1017,8343,Core
1017,8346,Core
1017,8424,Faction
1017,,Datasheet
1017,,Datasheet
1020,8424,Faction
1020,,Datasheet
1020,,Wargear
1021,8339,Core
1021,,Datasheet
1021,,Datasheet
1022,8339,Core
1022,8334,Core
1022,,Datasheet
1023,8338,Core
1023,,Datasheet
1024,8339,Core
1024,8342,Core
1024,,Datasheet
1025,8339,Core
1025,,Datasheet
1026,8339,Core
1026,,Datasheet
1027,8339,Core
1027,,Datasheet
1028,8339,Core
1028,,Datasheet
1029,8339,Core
1029,,Datasheet
1030,8339,Core
1030,8338,Core
1030,,Datasheet
1030,,Datasheet
1031,8339,Core
1031,8343,Core
1031,8424,Faction
1031,,Datasheet
1031,,Datasheet
1031,,Primarch
1031,,Primarch
1031,,Primarch
1031,,Fortification (левая колонка)
1032,8346,Core
1032,8424,Faction
1032,,Datasheet
1032,,Datasheet
1033,8346,Core
1033,8424,Faction
1033,,Datasheet
1033,,Datasheet
1034,8344,Core
1034,,Datasheet
1034,,Wargear
1034,,Wargear
1035,8343,Core
1035,8424,Faction
1035,,Datasheet
1036,8339,Core
1036,8424,Faction
1036,,Datasheet
1036,,Datasheet
1036,,Datasheet
1044,8396,Faction
1044,,Datasheet
1044,,Wargear
1045,8396,Faction
1045,,Wargear
1045,,Datasheet
1045,,Special (правая колонка)
1046,8339,Core
1046,8396,Faction
1046,,Datasheet
1046,,Datasheet
1047,8339,Core
1047,8334,Core
1047,8396,Faction
1047,,Datasheet
1048,8339,Core
1048,8338,Core
1048,8344,Core
1048,8396,Faction
1048,,Datasheet
1049,8339,Core
1049,8396,Faction
1049,,Datasheet
1050,8339,Core
1050,8396,Faction
1050,,Datasheet
1051,8339,Core
1051,8396,Faction
1051,,Datasheet
1051,,Datasheet
1052,8339,Core
1052,8396,Faction
1052,,Datasheet
1052,,Datasheet
1052,,Datasheet
1053,8343,Core
1053,8346,Core
1053,8396,Faction
1053,,Datasheet
1053,,Datasheet
1054,8343,Core
1054,8346,Core
1054,8396,Faction
1054,,Datasheet
1054,,Datasheet
1055,8346,Core
1055,8396,Faction
1055,,Datasheet
1055,,Datasheet
1056,8345,Core
1056,8338,Core
1056,8396,Faction
1056,,Datasheet
1057,8339,Core
1057,8396,Faction
1057,,Datasheet
1058,8346,Core
1058,8396,Faction
1058,,Datasheet
1058,,Datasheet
1094,8339,Core
1094,8512,Faction
1094,8513,Faction
1094,,Datasheet
1094,,Datasheet
1095,8339,Core
1095,8512,Faction
1095,8513,Faction
1095,,Datasheet
1095,,Datasheet
1096,8339,Core
1096,8512,Faction
1096,8513,Faction
1096,,Datasheet
1096,,Datasheet
1097,8339,Core
1097,8512,Faction
1097,8513,Faction
1097,,Datasheet
1097,,Datasheet
1098,8339,Core
1098,8512,Faction
1098,8513,Faction
1098,,Datasheet
1098,,Datasheet
1099,8339,Core
1099,8512,Faction
1099,8513,Faction
1099,,Datasheet
1100,8339,Core
1100,8512,Faction
1100,8513,Faction
1100,,Datasheet
1100,,Datasheet
1104,8343,Core
1104,8346,Core
1104,8433,Faction
1104,,Datasheet
1104,,Datasheet
1104,,Wargear
1105,8339,Core
1105,8343,Core
1105,8433,Faction
1105,,Datasheet
1105,,Datasheet
1105,,Datasheet
1106,8343,Core
1106,8346,Core
1106,8433,Faction
1106,,Datasheet
1106,,Datasheet
1111,8343,Core
1111,8433,Faction
1111,,Datasheet
1111,,Datasheet
1112,8343,Core
1112,8433,Faction
1112,,Wargear
1112,,Datasheet
1114,8343,Core
1114,8433,Faction
1114,,Wargear
1114,,Wargear
1114,,Datasheet
1115,8343,Core
1115,8433,Faction
1115,,Wargear
1115,,Wargear
1115,,Datasheet
1116,8343,Core
1116,8433,Faction
1116,,Datasheet
1117,8339,Core
1117,8343,Core
1117,8433,Faction
1117,,Datasheet
1117,,Datasheet
1117,,Datasheet
1118,8343,Core
1118,8336,Core
1118,8337,Core
1118,8433,Faction
1118,,Datasheet
1118,,Datasheet
1119,8343,Core
1119,8336,Core
1119,8433,Faction
1119,,Datasheet
1119,,Datasheet
1120,8339,Core
1120,8343,Core
1120,8433,Faction
1120,,Datasheet
1120,,Datasheet
1120,,Datasheet
1125,8343,Core
1125,8433,Faction
1125,,Datasheet
1126,8343,Core
1126,8346,Core
1126,8433,Faction
1126,,Datasheet
1126,,Datasheet
1126,,Special (правая колонка)
1127,8343,Core
1127,8433,Faction
1127,,Datasheet
1128,8343,Core
1128,8433,Faction
1128,,Datasheet
1129,8343,Core
1129,8346,Core
1129,8433,Faction
1129,,Datasheet
1129,,Datasheet
1130,8339,Core
1130,8343,Core
1130,8338,Core
1130,8433,Faction
1130,,Datasheet
1130,,Datasheet
1130,,Datasheet
1130,,Wargear profile
1132,8343,Core
1132,8433,Faction
1132,,Wargear
1132,,Wargear
1132,,Datasheet
1133,8343,Core
1133,8345,Core
1133,8433,Faction
1133,,Datasheet
1134,8339,Core
1134,8343,Core
1134,8344,Core
1134,8433,Faction
1134,,Datasheet
1135,8343,Core
1135,8433,Faction
1135,,Wargear
1135,,Wargear
1135,,Datasheet
1136,8343,Core
1136,8340,Core
1136,8336,Core
1136,8433,Faction
1136,,Datasheet
1136,,Datasheet
1137,8339,Core
1137,8343,Core
1137,8433,Faction
1137,,Wargear
1137,,Datasheet
1137,,Datasheet
1137,,Datasheet
1138,8343,Core
1138,8340,Core
1138,8346,Core
1138,8433,Faction
1138,,Datasheet
1138,,Datasheet
1139,8343,Core
1139,8346,Core
1139,8344,Core
1139,8433,Faction
1139,,Datasheet
1139,,Datasheet
1141,8343,Core
1141,8433,Faction
1141,,Datasheet
1141,,Datasheet
1142,8343,Core
1142,8340,Core
1142,8433,Faction
1142,,Datasheet
1142,,Wargear
1142,,Wargear
1143,8343,Core
1143,8433,Faction
1143,,Datasheet
1144,8343,Core
1144,8433,Faction
1144,,Datasheet
1145,8343,Core
1145,8344,Core
1145,8433,Faction
1145,,Wargear
1145,,Wargear
1145,,Datasheet
1146,8343,Core
1146,8433,Faction
1146,,Datasheet
1147,8343,Core
1147,8433,Faction
1147,,Datasheet
1148,8339,Core
1148,8343,Core
1148,8337,Core
1148,8433,Faction
1148,,Datasheet
1148,,Datasheet
1148,,Special (правая колонка)
1148,,Primarch
1148,,Primarch
1148,,Primarch
1149,8339,Core
1149,8343,Core
1149,8433,Faction
1149,,Datasheet
1149,,Datasheet
1149,,Special (правая колонка)
1149,,Primarch
1149,,Primarch
1149,,Primarch
1149,,Primarch
1150,8343,Core
1150,8433,Faction
1150,,Datasheet
1150,,Special (правая колонка)
1151,8339,Core
1151,8343,Core
1151,8433,Faction
1151,,Datasheet
1151,,Fortification (левая колонка)
1153,8339,Core
1153,8350,Faction
1153,,Datasheet
1154,8344,Core
1154,8350,Faction
1154,,Wargear
1154,,Datasheet
1156,8339,Core
1156,8344,Core
1156,8350,Faction
1156,,Datasheet
1157,8350,Faction
1157,,Datasheet
1157,,Datasheet
1158,8350,Faction
1158,,Datasheet
1159,8344,Core
1159,8350,Faction
1159,,Datasheet
1159,,Wargear
1160,8345,Core
1160,8344,Core
1160,8350,Faction
1160,,Datasheet
1161,8339,Core
1161,8350,Faction
1161,,Datasheet
1161,,Wargear profile
1162,8345,Core
1162,8346,Core
1162,8344,Core
1162,8337,Core
1162,8350,Faction
1162,,Datasheet
1162,,Datasheet
1163,8339,Core
1163,8350,Faction
1163,,Datasheet
1163,,Wargear profile
1164,8350,Faction
1164,,Datasheet
1164,,Datasheet
1165,8346,Core
1165,8350,Faction
1165,,Datasheet
1165,,Datasheet
1166,8350,Faction
1166,,Wargear
1166,,Datasheet
1166,,Special (правая колонка)
1167,8346,Core
1167,8350,Faction
1167,,Datasheet
1167,,Datasheet
1168,8339,Core
1168,8343,Core
1168,8350,Faction
1168,,Datasheet
1169,8339,Core
1169,8343,Core
1169,8350,Faction
1169,,Datasheet
1172,8346,Core
1172,8350,Faction
1172,,Datasheet
1172,,Datasheet
1174,8346,Core
1174,8350,Faction
1174,,Datasheet
1174,,Datasheet
1175,8339,Core
1175,8350,Faction
1175,,Datasheet
1175,,Wargear profile
1177,8350,Faction
1177,,Datasheet
1178,8339,Core
1178,8350,Faction
1178,,Datasheet
1178,,Wargear profile
1179,8339,Core
1179,8342,Core
1179,8350,Faction
1179,,Datasheet
1182,8346,Core
1182,8350,Faction
1182,,Datasheet
1182,,Datasheet
1183,8343,Core
1183,8350,Faction
1183,,Datasheet
1183,,Datasheet
1184,8339,Core
1184,8350,Faction
1184,,Datasheet
1184,,Wargear profile
1185,8339,Core
1185,8350,Faction
1185,,Datasheet
1185,,Wargear profile
1188,8339,Core
1188,8350,Faction
1188,,Datasheet
1188,,Wargear profile
1189,8339,Core
1189,8350,Faction
1189,,Datasheet
1190,8339,Core
1190,8342,Core
1190,8350,Faction
1190,,Datasheet
1191,8339,Core
1191,8342,Core
1191,8350,Faction
1191,,Datasheet
1192,8339,Core
1192,8350,Faction
1192,,Datasheet
1193,8350,Faction
1193,,Datasheet
1196,8339,Core
1196,,Datasheet
1196,,Wargear profile
1197,8339,Core
1197,8342,Core
1197,,Wargear
1197,,Datasheet
1199,8339,Core
1199,8334,Core
1199,8466,Faction
1199,,Datasheet
1199,,Wargear profile
1237,8339,Core
1237,8342,Core
1237,,Datasheet
1293,8339,Core
1293,8359,Faction
1293,,Datasheet
1293,,Wargear profile
1294,8339,Core
1294,8343,Core
1294,8359,Faction
1294,,Datasheet
1295,8339,Core
1295,8359,Faction
1295,,Datasheet
1295,,Wargear profile
1297,8339,Core
1297,8359,Faction
1297,,Datasheet
1297,,Datasheet
1298,8339,Core
1298,8359,Faction
1298,,Datasheet
1298,,Datasheet
1302,8339,Core
1302,8359,Faction
1302,,Datasheet
1302,,Wargear profile
1302,,Wargear profile
1310,8339,Core
1310,8343,Core
1310,8359,Faction
1310,,Datasheet
1311,8343,Core
1311,8339,Core
1311,8359,Faction
1311,,Datasheet
1317,8339,Core
1317,8359,Faction
1317,,Datasheet
1318,8339,Core
1318,8359,Faction
1318,,Datasheet
1321,8339,Core
1321,8342,Core
1321,8359,Faction
1321,,Wargear
1321,,Datasheet
1329,8339,Core
1329,8343,Core
1329,8433,Faction
1329,,Datasheet
1329,,Datasheet
1332,8339,Core
1332,8343,Core
1332,8433,Faction
1332,,Datasheet
1332,,Datasheet
1333,8339,Core
1333,8343,Core
1333,8433,Faction
1333,,Datasheet
1333,,Datasheet
1336,8343,Core
1336,8433,Faction
1336,,Datasheet
1336,,Special (правая колонка)
1337,8343,Core
1337,8433,Faction
1337,,Wargear
1337,,Wargear
1337,,Datasheet
1337,,Special (правая колонка)
1338,8343,Core
1338,8433,Faction
1338,,Datasheet
1338,,Special (правая колонка)
1338,,Primarch
1338,,Primarch
1338,,Primarch
1338,,Primarch
1339,8343,Core
1339,8338,Core
1339,8433,Faction
1339,,Datasheet
1339,,Special (правая колонка)
1339,,Primarch
1339,,Primarch
1339,,Primarch
1339,,Primarch
1340,8339,Core
1340,8343,Core
1340,8338,Core
1340,8433,Faction
1340,,Datasheet
1340,,Datasheet
1344,8343,Core
1344,8346,Core
1344,8350,Faction
1344,,Datasheet
1344,,Datasheet
1345,8346,Core
1345,8344,Core
1345,8350,Faction
1345,,Datasheet
1345,,Datasheet
1346,8346,Core
1346,8350,Faction
1346,,Datasheet
1346,,Datasheet
1346,,Wargear
1347,8339,Core
1347,8350,Faction
1347,,Datasheet
1347,,Wargear profile
1348,8346,Core
1348,8350,Faction
1348,,Datasheet
1348,,Datasheet
1355,8346,Core
1355,8359,Faction
1355,,Datasheet
1355,,Datasheet
1360,8339,Core
1360,8343,Core
1360,10345,Faction
1360,,Datasheet
1360,,Datasheet
1361,8343,Core
1361,8346,Core
1361,10345,Faction
1361,,Datasheet
1361,,Datasheet
1362,8343,Core
1362,8346,Core
1362,10345,Faction
1362,,Datasheet
1362,,Datasheet
1363,8339,Core
1363,8342,Core
1363,,Datasheet
1364,8339,Core
1364,8342,Core
1364,,Datasheet
1367,8346,Core
1367,8396,Faction
1367,,Datasheet
1367,,Datasheet
1368,8339,Core
1368,8346,Core
1368,8396,Faction
1368,,Datasheet
1368,,Datasheet
1369,8346,Core
1369,8396,Faction
1369,,Datasheet
1369,,Datasheet
1370,8346,Core
1370,8396,Faction
1370,,Datasheet
1370,,Datasheet
1371,8343,Core
1371,8396,Faction
1371,,Datasheet
1371,,Datasheet
1371,,Wargear
1372,8343,Core
1372,8396,Faction
1372,,Datasheet
1374,8339,Core
1374,8396,Faction
1374,,Datasheet
1376,8339,Core
1376,8396,Faction
1376,,Datasheet
1377,8339,Core
1377,8343,Core
1377,8338,Core
1377,8396,Faction
1377,,Datasheet
1377,,Datasheet
1377,,Primarch
1377,,Primarch
1377,,Primarch
1377,,Fortification (левая колонка)
1383,8344,Core
1383,,Datasheet
1385,3676,Faction
1385,,Datasheet
1385,,Wargear profile
1386,8339,Core
1386,3676,Faction
1386,,Wargear
1386,,Datasheet
1387,8339,Core
1387,3676,Faction
1387,,Wargear
1387,,Datasheet
1387,,Wargear profile
1388,8339,Core
1388,8334,Core
1388,3676,Faction
1388,,Datasheet
1389,8339,Core
1389,8334,Core
1389,3676,Faction
1389,,Datasheet
1390,8339,Core
1390,8337,Core
1390,8507,Faction
1390,,Datasheet
1391,8344,Core
1391,8337,Core
1391,,Datasheet
1392,8344,Core
